Brand,Phone Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Apple,Apple IPhone 6,"₦ 87,000","₦ 124,286",30%,Apple IPhone 6 128GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 6,"₦ 94,330","₦ 127,986",26%,Apple IPhone 6 128GB Mobile Phone - 4.7 Inch IOS 8.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 7,"₦ 198,000",,,"Apple IPhone 7 4.7 Inch 128GB ROM+2GB RAM (Refurbished,99%New) 12MP+7MP-Gold",,
Apple,Apple IPhone 6,"₦ 76,277","₦ 232,708",67%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone – Gold,,
Apple,Apple IPhone 6S,"₦ 98,710","₦ 127,986",23%,Apple IPhone 6S Mobile Phone 16GB 4.7 Inch IOS 9.0 Smartphone(Gold),,
Apple,Apple Brand IPhone,"₦ 116,260","₦ 153,786",24%,Apple Brand IPhone 6S 128GB 4.7 Inch IOS 9.0 Apple A9+M9 Dual Core 64bit Up To 1.8GHz Smartphone(Gold),,
Apple,Apple IPhone 8,"₦ 250,000","₦ 357,143",30%,"Apple IPhone 8 Plus Smart Phones ,64GB ,Touch ID Dual Back Camera 4G LTE IOS 11",,
Apple,Apple IPhone 5,"₦ 31,450","₦ 157,752",80%,"Apple IPhone 5 - IOS 16GB 4.0"" Inch Screen 4G LTE Smartphone",,
Apple,Apple IPhone 7,"₦ 151,800","₦ 216,857",30%,Apple IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 78,990",38%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 6,"₦ 69,940","₦ 310,060",77%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Black",,
Apple,Apple Brand IPhone,"₦ 110,780","₦ 140,857",21%,Apple Brand IPhone 6S 64GB 4.7 Inch IOS 9.0 Apple A9+M9 Dual Core 64bit Up To 1.8GHz Smartphone(Rose Gold),,
Apple,Apple IPhone 5S-16G+1G,"₦ 39,000","₦ 78,990",51%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,,
Apple,Apple IPhone 6S,"₦ 109,300","₦ 156,143",30%,Apple IPhone 6S Plus 16GB Smartphone Origin Finger Sensor 4G LTE - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 123,500","₦ 176,429",30%,Apple IPhone 6S Plus 64GB Smartphone With Finger Sensor 4G LTE - Silver,1,3
Apple,Apple IPhone 6,"₦ 77,650","₦ 117,143",34%,Apple IPhone 6 Mobile Phone 64GB With Finger Sensor 4.7 Inch 8.0MP Smartphone - Silver,,
Apple,Apple IPhone 7Plus-5.5,"₦ 197,990","₦ 410,000",52%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 6,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6 Plus Mobile Phone - 16GB - 5.5 Inch IOS 8.0 - Apple Smartphone - Silver,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 150,000",79%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 6S,"₦ 109,300","₦ 156,143",30%,Apple IPhone 6S Plus 16GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 6s,"₦ 67,200","₦ 137,200",51%,Apple IPhone 6s Refurbished Smartphone 4.7inch 16GB (Gift)- Gold,,
Apple,Apple IPhone 8,"₦ 236,790","₦ 357,143",34%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone(Gray)",,
Apple,Apple IPhone 5,"₦ 31,450","₦ 157,752",80%,"Apple IPhone 5 Refurbished IOS 16GB 4.0"" Inch Screen 4G LTE Smartphone",,
Apple,Apple IPhone 7-4.7,"₦ 127,900","₦ 400,000",68%,Apple IPhone 7-4.7 Inch Smartphone  2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Jet Black,1,1
Apple,Apple IPhone 8,"₦ 144,990 - ₦ 164,990","₦ 249,999 - ₦ 319,990",48%,"Apple IPhone 8 - 4.7"" Smartphone RAM 2G + ROM 64G - 12MP - Single SIM - Space Grey",,
Apple,Apple IPhone 7Plus-5.5,"₦ 197,890","₦ 410,000",52%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Red,,
Apple,Apple IPhone 6,"₦ 81,792","₦ 260,232",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,2,5
Apple,Apple Refurbished Apple,"₦ 91,500","₦ 186,800",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 128GB-Gold,,
Apple,Apple IPhone 7,"₦ 230,330","₦ 315,271",27%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Black,,
Apple,Apple IPhone 6S,"₦ 126,550","₦ 190,857",34%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 5S,"₦ 45,649","₦ 167,765",73%,Apple IPhone 5S 16GB Black 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),,
Apple,Apple IPhone 7-4.7,"₦ 115,110","₦ 400,000",71%,Apple IPhone 7-4.7 Inch Smartphone 2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Silver,,
Apple,Apple Brand IPhone,"₦ 115,160","₦ 166,757",31%,Apple Brand IPhone 6 Plus 128GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Silver),,
Apple,Apple Brand IPhone,"₦ 115,160","₦ 166,757",31%,Apple Brand IPhone 6 Plus 128GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Gold),,
Apple,Apple IPhone 6Plus,"₦ 135,990","₦ 220,976",38%,"Apple IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 128GB ROM)IOS 1.2 8MP+7MP Smartphone–Silver",1,5
Apple,Apple IPhone 6,"₦ 82,450","₦ 124,286",34%,Apple IPhone 6 - 128GB - 4.7 Inch IOS 8.0 - Dual Core 1.4GHz - 8.0 MP Smartphone - Grey,1,5
Apple,Apple IPhone 7Plus-5.5,"₦ 209,900","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Gold,,
Apple,Apple IPhone 5C-16G,"₦ 36,880","₦ 99,920",63%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,,
Apple,Apple IPhone 7,"₦ 173,149",,,Apple IPhone 7 - 32GB (Refurbished) - Rose 4.7 Inch Sreen,,
Apple,Apple IPhone 6S,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6S 64GB SmartphoneWith Finger Sensor 4G LTE - Rose Gold,,
Apple,Apple Iphone 6,"₦ 125,000",,,"Apple Iphone 6 Plus 64gb Space Grey & Free Pouch, Memory Card & Tempered Glass",,
Apple,Apple IPhone 8P,"₦ 320,000","₦ 480,500",33%,"Apple IPhone 8P 5.5-Inch Fingerprint Sensor HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Gold",,
Apple,Apple IPhone 6S,"₦ 86,280","₦ 130,000",34%,Apple IPhone 6S Mobile Phone - 16GB - 4.7 Inch IOS 9.0 - 8MP - Smartphone - Grey,,
Apple,Apple IPhone 6S,"₦ 96,830","₦ 146,000",34%,Apple IPhone 6S Mobile Phone - 64GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,,
Apple,Apple IPhone 7,"₦ 173,149",,,Apple IPhone 7 32GB (Refurbished) - Silver 4.7 Inch Sreen,,
Apple,Apple IPhone 7,"₦ 173,149",,,Apple IPhone 7 32GB (Refurbished) - Mirroblack 4.7 Inch Sreen,,
Apple,Apple IPhone X,"₦ 323,900","₦ 462,714",30%,"Apple IPhone X Mobile Phone (256GB ROM, 3GB RAM) 5.8 Inch With Tempered Glass Smartphone - Silver",,
Apple,Apple IPhone 6,"₦ 88,840","₦ 121,529",27%,Apple IPhone 6 Mobile Phone - 64GB - 4.7 Inch 8.0MP - Apple Smartphone - Gold,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 6S,"₦ 107,300","₦ 153,286",30%,Apple IPhone 6S 128GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone 6,"₦ 74,800","₦ 106,857",30%,Apple IPhone 6 16GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 8,"₦ 236,790","₦ 357,143",34%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone(Silver)",,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,,
Apple,Apple IPhone 6,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6 Plus 16GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 7,"₦ 189,900",,,"Apple IPhone 7 - 4.7"" Smartphone RAM 2G + ROM 128G - 12MP - Single SIM - Rose Gold- 128GB",,
Apple,Apple IPhone 6,"₦ 73,109","₦ 232,708",69%,Apple IPhone 6 4.7 Inch 1GB + 16 GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) REFURBISHED – Gold,,
Apple,Apple IPhone 7,"₦ 212,500","₦ 303,571",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 256GB (Gold),,
Apple,Apple IPhone 6s,"₦ 80,600","₦ 164,500",51%,Apple IPhone 6s Refurbished 4.7 Inch Smartphone 64GB (Gift)- Silver,1,4
Apple,Apple IPhone 6S,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6S 64GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone 6,"₦ 100,660","₦ 151,714",34%,Apple IPhone 6 Plus - 128GB - 5.5 Inch IOS 8.0 - With Finger Sensor 4G LTE - Apple Smartphone - Grey,,
Apple,Apple IPhone 7,"₦ 189,900",,,"Apple IPhone 7 - 4.7"" Smartphone RAM 2G + ROM 128G - 12MP - Single SIM - Gold - 128GB",,
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S 16GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple Refurbished IPhone,"₦ 112,795","₦ 146,633",23%,Apple Refurbished IPhone 6s A1688 / A1633 16GB ROM No Finger Sensor-ROSE GOLD,,
Apple,Apple IPhone 6,"₦ 87,000","₦ 124,286",30%,Apple IPhone 6 128GB Smartphone With Finger Sensor 4G LTE - Silver ,,
Apple,Apple IPhone 7Plus-5.5,"₦ 410,000",,,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Gold,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 6,"₦ 98,710","₦ 131,786",25%,Apple IPhone 6 Plus Mobile Phone - 16GB - 5.5 Inch IOS 8.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 6,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6 Plus 64GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus Mobile Phone - 32GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple IPhone 6,"₦ 90,533",,,Apple IPhone 6 16GB (Refurbished) - Silver 4.7 Inch Sreen,,
Apple,Apple IPhone 6S,"₦ 103,550","₦ 156,143",34%,Apple IPhone 6S Plus Mobile Phone -16GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Silver,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 6,"₦ 82,000","₦ 117,143",30%,Apple IPhone 6 64GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone 7,"₦ 179,900",,,"Apple IPhone 7 - 4.7"" Smartphone RAM 2G + ROM 32G - 12MP - Single SIM - Silver - 32GB",,
Apple,Apple IPhone 6,"₦ 137,437",,,"Apple IPhone 6 Plus 64GB - Silver (Refurbished) 5.5""",,
Apple,Apple Refurbished Apple,"₦ 71,100","₦ 145,200",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 16GB-Gold,,
Apple,Apple Refurbished IPhone,"₦ 112,580","₦ 180,000",37%,"Apple Refurbished IPhone 7 4.7-Inch HD (2GB, 128GB ROM) IOS 12 12MP + 7MP 99%New Smartphone - Gold",,
Apple,Apple IPhone 6,"₦ 81,792","₦ 260,232",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 6s,"₦ 80,600","₦ 164,500",51%,Apple IPhone 6s Refurbished 4.7 Inch Smartphone 64GB (Gift)- Grey,,
Apple,Apple IPhone 6,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6 Plus  - Mobile Phone - 64GB - 5.5 Inch - IOS 8.0 - Smartphone - Grey,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 78,990",38%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 7,"₦ 230,330","₦ 315,271",27%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Gold,,
Apple,Apple IPhone SE,"₦ 64,900","₦ 132,500",51%,Apple IPhone SE Refurbished Smartphone 4inch 64GB (Gift) - Gold,,
Apple,Apple IPhone 8,"₦ 270,900","₦ 403,071",33%,"Apple IPhone 8 Plus (64GB ROM, 3GB RAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Silver",,
Apple,Apple IPhone 6S,"₦ 85,500","₦ 174,500",51%,Apple IPhone 6S Refurbished Smartphone 128GB(Gift)-Rose Gold,,
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 32GB (Silver),,
Apple,Apple IPhone 6S,"₦ 85,500","₦ 174,500",51%,Apple IPhone 6S Refurbished Smartphone 128GB (Gift)-Sliver,,
Apple,Apple IPhone 6,"₦ 74,800","₦ 106,857",30%,Apple IPhone 6 16GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone 6Plus,"₦ 135,990","₦ 220,976",38%,"Apple IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 128GB ROM)IOS 1.2 8MP+7MP Smartphone–Grey",,
Apple,Apple Refurbished IPhone,"₦ 450,309","₦ 1,187,097",62%,"Apple Refurbished IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Grey",,
Apple,Apple IPhone 5S-16G+1G,"₦ 36,000","₦ 78,990",54%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple Refurbished IPhone,"₦ 70,100","₦ 143,100",51%,"Apple Refurbished IPhone 6 Smartphone 128GB 4.7""(Gift)-Gold",,
Apple,Apple IPhone SE,"₦ 90,533",,,"Apple IPhone SE 32GB 4.0"" - Rose With Fingerprint(Refurbished)",,
Apple,Apple IPhone 6S,"₦ 108,400","₦ 221,300",51%,Apple IPhone 6S Plus Refurbished Smartphone 128GB (Gift)- Rose Gold,,
Apple,Apple IPhone 7,"₦ 143,800","₦ 216,857",34%,Apple IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Silver,,
Apple,Apple IPhone 6,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6 Plus Mobile Phone - 16GB - 5.5 Inch IOS 8.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 6,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6 Plus 16GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone X,"₦ 450,309","₦ 1,187,097",62%,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Silver",,
Apple,Apple IPhone 6S,"₦ 118,450","₦ 166,757",29%,Apple IPhone 6S Plus Mobile Phone 16GB 5.5 Inch IOS 9.0 Smartphone(Silver),,
Apple,Apple IPhone 7,"₦ 156,840","₦ 201,500",22%,Apple IPhone 7 128GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Silver),,
Apple,Apple IPhone 8,"₦ 202,400","₦ 289,143",30%,"Apple IPhone 8 Mobile Phone (256GB ROM, 2GB RAM) 4.7Inch HD IOS 11.0 12MP Smartphone - Silver",,
Apple,Apple IPhone 7,"₦ 179,900",,,"Apple IPhone 7 - 4.7"" Smartphone RAM 2G + ROM 32G - 12MP - Single SIM - Gold- 32GB",,
Apple,Apple IPhone 7,"₦ 230,330","₦ 315,271",27%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Silver,,
Apple,Apple IPhone SE,"₦ 78,189",,,"Apple IPhone SE 16GB 4.0"" - Grey With Fingerprint(Refurbished)",,
Apple,Apple Refurbished Apple,"₦ 91,500","₦ 186,800",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 128GB-Silver,,
Apple,Apple IPhone 6S,"₦ 86,600","₦ 108,250",20%,Apple IPhone 6S - 4.7'' - 64GB ROM + 2GB RAM - IOS 11 - 12MP + 5.0MP - Fingerprint Smartphone - Grey,1,5
Apple,Apple IPhone 6S,"₦ 90,800","₦ 113,500",20%,Apple IPhone 6S - 4.7'' - 128GB ROM + 2GB RAM - IOS 11 - 12MP + 5.0MP - Fingerprint Smartphone - Grey,,
Apple,Apple Refurbished Apple,"₦ 91,500","₦ 186,800",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 128GB-Silver,,
Apple,Apple IPhone 6,"₦ 88,840","₦ 120,814",26%,Apple IPhone 6 Mobile Phone - 64GB - 4.7 Inch 8.0MP - Apple Smartphone - Grey,,
Apple,Apple Brand IPhone,"₦ 110,780","₦ 157,571",30%,Apple Brand IPhone 6 Plus 64GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Silver),,
Apple,Apple IPhone 7,"₦ 143,800","₦ 216,857",34%,Apple IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Gold,,
Apple,Apple IPhone 6,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6 Plus 64GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 6S,"₦ 86,600","₦ 108,250",20%,Apple IPhone 6S - 4.7'' - 64GB ROM + 2GB RAM - IOS 11 - 12MP + 5.0MP - Fingerprint Smartphone - Gold,,
Apple,Apple IPhone 5C-32G,"₦ 65,920","₦ 99,920",34%,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Yellow,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,,
Apple,Apple IPhone 6S,"₦ 93,900",,,Apple IPhone 6S 2GB+64GB 4.7 Inch Rose Gold 99% New Used Phone 3D Touch With Fingerprint Sensor IOS Smartphone,,
Apple,Apple IPhone 7,"₦ 164,520","₦ 214,614",23%,Apple IPhone 7 256GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Silver),,
Apple,Apple IPhone 8,"₦ 191,730","₦ 289,143",34%,"Apple IPhone 8 Mobile Phone (256GB ROM, 2GB RAM) 4.7Inch HD IOS 11.0 12MP Smartphone - Gold",,
Apple,Apple IPhone SE,"₦ 64,900","₦ 132,500",51%,Apple IPhone SE Refurbished Smartphone 4inch 64GB (Gift)- Silver,,
Apple,Apple Refurbished IPhone,"₦ 112,800","₦ 180,000",37%,"Apple Refurbished IPhone 7 4.7-Inch HD (2GB, 128GB ROM) IOS 12 12MP + 7MP 99%New Smartphone - Black",1,5
Apple,Apple IPhone 6S,"₦ 109,300","₦ 156,143",30%,Apple IPhone 6S Plus 16GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone 6,"₦ 82,450","₦ 124,286",34%,Apple IPhone 6 Mobile Phone - 128GB - 4.7 Inch IOS 8.0 - 8MP- Apple Smartphone - Silver,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 199,000",,,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Gold,,
Apple,Apple IPhone 6,"₦ 81,792","₦ 261,887",69%,Apple IPhone 6 4.7 Inch Refurbished 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 7Plus-5.5,"₦ 209,900","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Silver,,
Apple,Apple IPhone 7,"₦ 212,500","₦ 303,571",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 256GB (Rose Gold),,
Apple,Apple IPhone 6,"₦ 107,600",,,Apple IPhone 6 64GB (Refurbished) - Silver 4.7 Inch Sreen,,
Apple,Apple IPhone 6,"₦ 100,407",,,Apple IPhone 6 32GB - Silver (refurbished) 4.7 Inch Screen,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 75,900","₦ 199,000",62%,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone- Gold,,
Apple,Apple IPhone X,"₦ 287,732","₦ 781,667",63%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - White,,
Apple,Apple IPhone 7,"₦ 212,500","₦ 303,571",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 256GB (Silver),,
Apple,Apple IPhone X,"₦ 315,870","₦ 532,386",41%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - Black,,
Apple,Apple IPhone 6S,"₦ 77,100","₦ 96,375",20%,Apple IPhone 6S - 4.7'' - 16GB ROM + 2GB RAM - IOS 11 - 12MP + 5.0MP - Fingerprint Smartphone - Gold,,
Apple,Apple IPhone 6,"₦ 98,710","₦ 131,786",25%,Apple IPhone 6 Plus Mobile Phone - 16GB - 5.5 Inch IOS 8.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone X,"₦ 450,309","₦ 1,187,097",62%,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Grey",,
Apple,Apple IPhone 5SE-16G+1G,"₦ 56,000","₦ 199,000",72%,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone X,"₦ 291,500","₦ 416,429",30%,"Apple IPhone X Mobile Phone (64GB ROM, 3GB RAM) 5.8 Inch IOS 11.0 With Tempered Glass Smartphone - Gray",,
Apple,Apple IPhone 6,"₦ 74,800","₦ 106,857",30%,Apple IPhone 6 16GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 6,"₦ 74,800","₦ 106,857",30%,Apple IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 143,800","₦ 216,857",34%,Apple IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 123,500","₦ 176,429",30%,Apple IPhone 6S Plus 64GB Smartphone With Finger Sensor 4G LTE - Rose Gold,,
Apple,Apple IPhone X,"₦ 287,732","₦ 781,667",63%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - Black,,
Apple,Apple IPhone 8,"₦ 309,290","₦ 467,643",34%,"Apple IPhone 8 Plus (256GB ROM, 3GBRAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Silver",,
Apple,Apple IPhone 8P,"₦ 320,000","₦ 480,500",33%,"Apple IPhone 8P 5.5-Inch Fingerprint Sensor HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Grey",,
Apple,Apple IPhone 5SE-64G+1G,"₦ 199,000",,,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone X,"₦ 298,407","₦ 640,000",53%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - White,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,,
Apple,Apple IPhone 6S,"₦ 108,400","₦ 221,300",51%,Apple IPhone 6S Plus Refurbished Smartphone 128GB (Gift)- Rose Gold,,
Apple,Apple IPhone 6,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6 Plus - 64GB - 5.5 Inch IOS 8.0 - Apple A8+M8 Dual Core Up To 1.4GHz - Smartphone - Silver,,
Apple,Apple IPhone X,"₦ 323,900","₦ 462,714",30%,"Apple IPhone X Mobile Phone (256GB ROM, 3GB RAM) 5.8 Inch With Tempered Glass Smartphone - Gray",2,4
Apple,Apple IPhone SE,"₦ 90,533",,,"Apple IPhone SE 32GB 4.0"" - Grey With Fingerprint(Refurbished)",,
