Brand,Phone Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Apple,Apple IPhone 5S,"₦ 39,000","₦ 84,000",54%,Apple IPhone 5S 64GB+1GB- Gold- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished）,10,4.1
Apple,Apple IPhone SE,"₦ 53,000","₦ 250,000",79%,Apple IPhone SE 32GB Pink 4G - Fingerprint Unlock  4-inch Screen (Gift：accessories)(Refurbished）,,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 5S,"₦ 27,700","₦ 72,000",62%,Apple IPhone 5S 16GB+1GB- Silver- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished）,1,1
Apple,Apple IPhone 5SE-16G+1G,"₦ 59,990","₦ 199,000",70%,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Rose Gold,,
Apple,Apple IPhone 5S-16G+1G,"₦ 41,990","₦ 78,990",47%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,,
Apple,Apple IPhone 6,"₦ 123,900","₦ 220,976",44%,"Apple IPhone 6 4.7-Inch  Fingerprint Sensor HD (1GB, 128GB ROM) IOS 1.2 8MP+7MP Smartphone–Gold",,
Apple,Apple IPhone 6s,"₦ 129,700","₦ 189,000",31%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 6,"₦ 112,750",,,"Apple IPhone 6 Plus 16GB -Silver (Refurbished) 5.5""",1,1
Nokia,Nokia C5-00 Mobile,"₦ 10,800","₦ 19,000",43%,Nokia C5-00 Mobile Phone  C5 Phone English Hebrew Arabic Russian Keyboard & One Year Warranty,,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Gold,,
Apple,Apple IPhone 6sP,"₦ 149,000","₦ 293,000",49%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6,"₦ 100,407",,,Apple IPhone 6 32GB - Grey (refurbished) 4.7 Inch Screen,,
Nokia,Nokia 5800 XpressMusic,"₦ 16,000","₦ 22,000",27%,Nokia 5800 XpressMusic Mobile Cell Phone Unlovked 3G Wifi GPS Bluetooth & One Year Warranty,,
Nokia,Nokia 5800 Mobile,"₦ 16,000","₦ 22,000",27%,"Nokia 5800 Mobile Phone  XpressMusic Mobile Phone 3.2MP Camera,3G,A-GPS,WiFi",,
Apple,Apple IPhone 5S,"₦ 34,900","₦ 78,000",55%,Apple IPhone 5S 32GB- Black- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished),3,4.7
Apple,Apple IPhone 5S,"₦ 25,500","₦ 68,000",63%,Apple IPhone 5S 16GB Silver 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories),,
Apple,Apple IPhone 5S-16G+1G,"₦ 41,990","₦ 78,990",47%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel(Refurbished)4G LTE ( Gift ) Smart Phone-Pink,,
Apple,Apple Refurbished ,"₦ 159,500","₦ 200,000",20%,Apple Refurbished  IOS Phones IPhone 7 Plus 128GB 99%New Mobile Phones - Silver,,
Apple,Apple IPhone 6,"₦ 232,608","₦ 232,708",1%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 199,000",,,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 199,000",,,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone- Gold,,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 78,990",38%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 5C-32G,"₦ 65,940","₦ 99,920",34%,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Green,,
Apple,Apple IPhone 6,"₦ 82,039",,,"Apple IPhone 6 16GB (Refurbished) 4.7"" - Grey",,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Gold,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 78,890","₦ 199,000",60%,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone- Gold,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 199,000",,,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Gold,,
Apple,Apple Iphone 5,"₦ 157,652","₦ 157,752",1%,Apple Iphone 5 Refurbished White 16gb Smart Phone Mobile Phone 4-inch Screen (Gift：accessories),,
Apple,Apple IPhone 5S-16G+1G,"₦ 41,990","₦ 78,990",47%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 6s,"₦ 70,000","₦ 189,000",63%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 5C-16G,"₦ 55,920","₦ 99,920",44%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Blue,,
Apple,Apple IPhone 6s,"₦ 109,000","₦ 189,000",42%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 5SE-32G+1G,"₦ 70,900","₦ 199,000",64%,Apple IPhone 5SE-32G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 78,890","₦ 199,000",60%,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Rose Gold,,
Apple,Apple IPhone 6,"₦ 81,792","₦ 260,232",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Gold,,
Apple,Apple IPhone 5C,"₦ 26,000","₦ 86,000",70%,Apple IPhone 5C 16GB Green 4G -  4-inch Screen (Gift：accessories) Smart Phone(Refurbished),,
Apple,Apple IPhone 6,"₦ 123,900","₦ 220,976",44%,"Apple IPhone 6 4.7-Inch  Fingerprint Sensor HD (1GB, 128GB ROM) IOS 1.2 8MP+7MP Smartphone–Black",,
Apple,Apple IPhone 6,"₦ 232,608","₦ 232,708",1%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Silver,,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Gold,,
Apple,Apple IPhone SE,"₦ 51,000","₦ 230,000",78%,Apple IPhone SE 16GB Pink 4G - Fingerprint Unlock  4-inch Screen (Gift：accessories)(Refurbished),,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,700","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Gold,,
Apple,Apple Iphone 5,"₦ 157,652","₦ 157,752",1%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
1,1 Pc TPU,"₦ 1,642","₦ 3,284",50%,1 Pc TPU Cartoon Phone Cover Shell For Phone,,
Apple,Apple IPhone 6s,"₦ 90,500","₦ 189,000",52%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone SE,"₦ 55,500","₦ 270,000",79%,Apple IPhone SE 64GB Silver 4G - Fingerprint Unlock  4-inch Screen (Gift：accessories)(Refurbished),1,4
Apple,Apple IPhone 6,"₦ 79,000","₦ 220,976",64%,"Apple IPhone 6 4.7-Inch  Fingerprint Sensor HD (1GB, 64GB ROM) IOS 1.2 8MP+7MP Smartphone–Black",,
Apple,Apple IPhone 6s,"₦ 129,700","₦ 189,000",31%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Grey,,
Apple,Apple IPhone 7-4.7,"₦ 127,900","₦ 400,000",68%,Apple IPhone 7-4.7 Inch Smartphone 2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Red,,
Apple,Apple IPhone 6,"₦ 74,500","₦ 199,999",63%,Apple IPhone 6 Plus 16GB Silver 4G - Fingerprint Unlock  5.5-inch Screen (Gift：accessories)(Refurbished),,
Apple,Apple IPhone 5C-32G,"₦ 65,940","₦ 99,920",34%,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Blue,,
Apple,Apple IPhone 5C-32G,"₦ 65,920","₦ 99,920",34%,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Blue,,
Apple,Apple IPhone 6,"₦ 123,900","₦ 220,976",44%,"Apple IPhone 6 4.7-Inch  Fingerprint Sensor HD (1GB, 128GB ROM) IOS 1.2 8MP+7MP Smartphone–Silver",,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Silver,,
Apple,Apple IPhone 6s,"₦ 90,500","₦ 189,000",52%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 5C-8G,"₦ 55,530","₦ 99,920",44%,Apple IPhone 5C-8G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-pink,,
Apple,Apple IPhone 6sP,"₦ 149,000","₦ 293,000",49%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Silver,,
Apple,Apple 12 Pro,"₦ 780,000",,,"Apple 12 Pro Max - 256GB, 6GB RAM, 6.7-Inch,(12MP+12MP+12MP) - Gold",,
Apple,Apple IPhone 6,"₦ 81,160","₦ 108,543",25%,Apple IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Gold),,
Apple,Apple IPhone 6,"₦ 232,608","₦ 232,708",1%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 16 GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) - Grey,,
Apple,Apple IPhone 5C-32G,"₦ 65,920","₦ 99,920",34%,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-pink,,
Apple,Apple IPhone 5C-16G,"₦ 56,000","₦ 99,920",44%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,,
1Pc,1Pc Multifunction Tablet,"₦ 5,252","₦ 10,505",50%,1Pc Multifunction Tablet Phone Holder Foldable Tablet PC,,
Apple,Apple IPhone 6,"₦ 232,608","₦ 232,708",1%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Gold,,
Apple,Apple IPhone 5S,"₦ 30,000","₦ 68,000",56%,Apple IPhone 5S 16GB Gold  4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories),2,4
Apple,Apple IPhone 5S,"₦ 39,000","₦ 84,000",54%,Apple IPhone 5S 64GB+1GB- Black- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished）,1,4
Apple,Apple IPhone 5C-32G,"₦ 65,920","₦ 99,920",34%,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,,
Apple,Apple IPhone 6,"₦ 309,960","₦ 310,060",1%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Gold",,
Apple,Apple IPhone 6sP,"₦ 169,000","₦ 293,000",42%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 75,900","₦ 199,000",62%,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone 5C-32G,"₦ 99,920",,,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Green,,
Apple,Apple IPhone 6,"₦ 107,600",,,Apple IPhone 6 64GB (Refurbished) - Golden 4.7 Inch Sreen,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 56,000","₦ 199,000",72%,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 5SE-32G+1G,"₦ 70,900","₦ 199,000",64%,Apple IPhone 5SE-32G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone- Gold,,
Apple,Apple IPhone 6s,"₦ 109,000","₦ 189,000",42%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Rose Gold,,
Apple,Apple IPhone 6sP,"₦ 159,000","₦ 293,000",46%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD-Grey,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,700","₦ 78,990",38%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel(Refurbished)4G LTE ( Gift ) Smart Phone-Pink,,
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone- Silver,,
Nokia,Nokia 6300 Mobile,"₦ 8,700","₦ 19,000",54%,Nokia 6300 Mobile Phone FM MP3 Bluetooth Cellphone One Year Warranty,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 75,900","₦ 199,000",62%,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Rose Gold,,
Apple,Apple IPhone 6sP,"₦ 159,000","₦ 293,000",46%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 6,"₦ 81,792","₦ 260,232",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Gold,,
Apple,Apple IPhone 6S,"₦ 98,710","₦ 127,986",23%,Apple IPhone 6S Mobile Phone 16GB 4.7 Inch IOS 9.0 Smartphone(Silver),,
Apple,Apple IPhone 5S-32G+1G,"₦ 78,990",,,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel(Refurbished)4G LTE ( Gift ) Smart Phone-Pink,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 199,000",,,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Rose Gold,,
Apple,Apple IPhone 6,"₦ 98,000",,,Apple IPhone 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift),4,4.3
Apple,Apple IPhone 6s,"₦ 109,090","₦ 189,000",42%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 6sP,"₦ 159,000","₦ 293,000",46%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6sP,"₦ 159,000","₦ 293,000",46%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD-Grey,,
Apple,Apple IPhone 5SE-32G+1G,"₦ 199,000",,,Apple IPhone 5SE-32G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone 5SE-32G+1G,"₦ 74,890","₦ 199,000",62%,Apple IPhone 5SE-32G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone- Gold,,
Apple,Apple IPhone 6s,"₦ 109,000","₦ 189,000",42%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Rose Gold,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 75,900","₦ 199,000",62%,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 6sP,"₦ 149,000","₦ 293,000",49%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD-Grey,,
Apple,Apple IPhone 5C-16G,"₦ 55,920","₦ 99,920",44%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,,
Apple,Apple IPhone 6sP,"₦ 149,000","₦ 293,000",49%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Grey,,
Apple,Apple IPhone 6,"₦ 89,655","₦ 310,060",71%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Gold",,
Apple,Apple Iphone 5,"₦ 32,647","₦ 180,796",82%,Apple Iphone 5 Refurbished White 16gb Smart Phone Mobile Phone 4-inch Screen (Gift：accessories),,
Apple,Apple IPhone 6s,"₦ 109,090","₦ 189,000",42%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Rose Gold,,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 59,990","₦ 199,000",70%,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone- Gold,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 59,990","₦ 199,000",70%,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD-Grey,,
Apple,Apple IPhone 5C-8G,"₦ 55,530","₦ 99,920",44%,Apple IPhone 5C-8G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Yellow,,
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S Mobile Phone - 16GB - 4.7 Inch IOS 9.0 - 8MP - Smartphone - Grey,,
Apple,Apple IPhone 5C-32G,"₦ 65,920","₦ 99,920",34%,Apple IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Green,,
Apple,Apple 12 Pro,"₦ 690,000",,,"Apple 12 Pro Max - 128GB, 6GB RAM, 6.7-Inch,(12MP+12MP+12MP) - Pacific Blue",,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 199,000",,,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 7-4.7,"₦ 116,900","₦ 400,000",71%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Silver,,
Apple,Apple Refurbished IPhone,"₦ 122,677","₦ 159,480",23%,Apple Refurbished IPhone 6s A1688 / A1633 16GB ROM No Finger Sensor-GOLDEN,,
Apple,Apple IPhone 6sP,"₦ 159,000","₦ 293,000",46%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Gold,,
Apple,Apple IPhone 5S,"₦ 45,649","₦ 120,405",62%,Apple IPhone 5S 16GB Gold 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Refurbiished),,
Apple,Apple IPhone 6,"₦ 82,000","₦ 117,143",30%,Apple IPhone 6 Mobile Phone - 64GB - 4.7 Inch IOS 8.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 6,"₦ 98,000",,,Apple IPhone 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift),3,3.7
Apple,Apple IPhone 5SE-32G+1G,"₦ 70,900","₦ 199,000",64%,Apple IPhone 5SE-32G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 6s,"₦ 89,990","₦ 189,000",52%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 6s,"₦ 89,990","₦ 189,000",52%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 5SE-16G+1G,"₦ 199,000",,,Apple IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone- Gold,,
Apple,Apple IPhone 6S,"₦ 159,999",,,Apple IPhone 6S - 64GB ROM - 2GB RAM - 4.7' - Rfurb Smartphone IPhone - Silver,,
Apple,Apple IPhone 6s,"₦ 119,700","₦ 189,000",37%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6sP,"₦ 159,100","₦ 293,000",46%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6,"₦ 260,132","₦ 260,232",1%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 6,"₦ 123,900","₦ 220,976",44%,"Apple IPhone 6 4.7-Inch  Fingerprint Sensor HD (1GB, 128GB ROM) IOS 1.2 8MP+7MP Smartphone–Gold",,
Apple,Apple IPhone 5C-8G,"₦ 55,530","₦ 99,920",44%,Apple IPhone 5C-8G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,,
Apple,Apple IPhone 6s,"₦ 119,700","₦ 189,000",37%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Grey,,
Apple,Apple IPhone 6sP,"₦ 149,000","₦ 293,000",49%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 5SE-64G+1G,"₦ 78,890","₦ 199,000",60%,Apple IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,,
Apple,Apple IPhone 6s,"₦ 119,700","₦ 189,000",37%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6s,"₦ 129,700","₦ 189,000",31%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Grey,,
Apple,Apple IPhone 6s,"₦ 109,000","₦ 189,000",42%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 5SE-32G+1G,"₦ 70,900","₦ 199,000",64%,Apple IPhone 5SE-32G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Rose Gold,,
Apple,Apple IPhone 5C-16G,"₦ 56,000","₦ 99,920",44%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Blue,,
Apple,Apple IPhone 6sP,"₦ 169,100","₦ 293,000",42%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 6s,"₦ 129,700","₦ 189,000",31%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6sP,"₦ 139,000","₦ 293,000",53%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Silver,,
