Brand,Laptop Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Fujitsu,Fujitsu Lifebook T938,"₦ 270,000",,,Fujitsu Lifebook T938 Windows 10 Pro Core I5 13.3inch 256GB 8GBRAM Finger Print Reader 8th Generation Touch,,
Hp,Hp Pavilion 14,"₦ 365,000","₦ 415,000",12%,"Hp Pavilion 14 X360  Intel Core I5 (1TB HDD, 8GB) Windows 10 Laptop - Silver + Mouse",,
Hp,Hp OMEN X,"₦ 985,000","₦ 1,200,000",18%,"Hp OMEN X 15 Core™ I7-9750H  512GB SSD 16GB RAM,NVIDIA RTX 2070",,
Lenovo,Lenovo ThinkPad X1,"₦ 400,000",,,Lenovo ThinkPad X1 Carbon (6th Gen) Ultrabook - Core I7,,
Hp,Hp 15 Intel,"₦ 270,000",,,"Hp 15 Intel Core I3-2.4Ghz Touch Screen (8GB,1TB HDD) Windows 10  Deep Gray + BAG",,
DELL,DELL Latitude 5410,"₦ 580,000",,,"DELL Latitude 5410 14"" Full HD , Intel Core I7-10610U 1.8GHz, 16GB RAM, 512GB SSD, Windows 10 Pro",,
Hp,Hp OMEN 15,"₦ 685,000","₦ 780,000",12%,"Hp OMEN 15 Intel Corei7 1.8GHz,1TB HDD+256GB SSD 16GB RAM 6GB,15.6""Windows 10 Home",,
Lenovo,Lenovo Ideapad 330-Intel,"₦ 175,000","₦ 225,000",22%,Lenovo Ideapad 330-Intel Celeron-N4000-Dual Core 4GB-1TB DVD-Win10,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
DELL,DELL XPS 13,"₦ 650,000","₦ 670,000",3%,DELL XPS 13 7390 10TH GEN CORE I7 512GB 16GB 13’’ GOLD,,
DELL,DELL Vostro 3401,"₦ 230,000",,,DELL Vostro 3401 14'' FHD(10th Gen Core I3 4GB RAM  1TB / Win 10 PRO,,
Hp,Hp 240 G7,"₦ 235,000",,,Hp 240 G7 I3-8130u 4GB RAM 1TB HDD No Optical Drive Win10Pro,,
DELL,DELL Vostro Intel,"₦ 232,800","₦ 236,000",1%,DELL Vostro Intel Core I3(8GB RAM 1TB HDD) 15.6 Wins 10,,
Hp,Hp Notebook 15,"₦ 250,000","₦ 270,000",7%,"Hp Notebook 15 Intel Core I3 2.4Ghz- 2TB HDD- 8GB RAM+ 32GB Flash, Mouse, USB Light For Keyboard 15 Inch DVD+RW Win 10",,
Hp,Hp Stream-11-Intel® Celeron®,"₦ 164,500","₦ 178,000",8%,"Hp Stream-11-Intel® Celeron® N4000, 4 GB RAM,64 GB EMMC + Micro SD Slot,Win 10 In S Mode + Office 365",,
Hp,Hp Rechargeable POS,"₦ 178,500","₦ 260,990",32%,Hp Rechargeable POS HP_Laptop + Cash Drawer + Rechargeable Receipt Printer + Barcode Scanner + POS Software + Mobile Report Alert,,
Lenovo,Lenovo IdeaPad 14,"₦ 145,000","₦ 167,000",13%,Lenovo IdeaPad 14 Notebook AMD A6-Series 4GB AMD Radeon 64GB Win 10,,
Hp,Hp 8th Gen,"₦ 320,000","₦ 350,000",9%,"Hp 8th Gen Pavilion 14 X360 Intel Core I3 2.2 UpTo 3.4Ghz(1TB, 4GB HDD)Wins 10",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 183,999","₦ 220,000",16%,Lenovo INTEL® CELERON® Lenovo 8GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp Stream 14,"₦ 170,500","₦ 190,000",10%,"Hp Stream 14 Intel Celeron, 4GB RAM, 64GB EMMC, Windows 10",,
Hp,Hp PROBOOK 430,"₦ 338,000","₦ 368,000",8%,Hp PROBOOK 430 G6 8TH GEN INTEL CORE I3 8GB RAM 256GB SSD FINGERPRINT WIN 10 PRO,,
Hp,Hp NOTEBOOK 15,"₦ 190,000",,,"Hp NOTEBOOK 15 Intel Pentium Quad Core(500GB HDD,4GB RAM)Windows 10, Red",,
Hp,Hp 15-NOTEBOOK PC,"₦ 358,000","₦ 428,000",16%,Hp 15-NOTEBOOK PC 10TH GEN INTEL CORE I5- 8GB RAM- 1TB HDD+256GB SSD-WIN 10,,
Asus,Asus X409U Intel,"₦ 200,000","₦ 240,000",17%,"Asus X409U Intel Core I3 4GB RAM 1TB HDD Win 10 14.1""",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 172,999","₦ 198,000",13%,Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp 15-10TH Gen,"₦ 365,000","₦ 390,000",6%,Hp 15-10TH Gen Intel Core™ I5- 512GB SSD 8GB RAM WIN 10 TOUCHSCREEN,1,5
Asus,Asus X509JA Intel,"₦ 221,000","₦ 254,000",13%,"Asus X509JA Intel Core I3 4GB/1TB 15.6"" WIN 10 - Star Grey",,
Hp,Hp OMEN X,"₦ 990,500",,,"Hp OMEN X 15-dg0001na Core™ I7-9750H (2.6GHz Up To 4.5 GHz) 512GB SSD 32GB RAM,8GB NVIDIA RTX 2070",,
Hp,Hp Envy 15,"₦ 560,000","₦ 593,000",6%,Hp Envy 15 X360 CORE I7 8gb Ram 512ssd 15.6 ''Wins10,,
DELL,DELL Inspiron 15,"₦ 420,000",,,"DELL Inspiron 15 10th Gen Touchscreen Intel Core I7 512GB SSD 12GB RAM 15.6"" Wins 10",,
Hp,Hp Stream 11,"₦ 137,000","₦ 156,500",12%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Hp,Hp ProBook 430,"₦ 250,000",,,Hp ProBook 430 G5 Core I5 4GB RAM 500GB HDD 13.3 Win10 Pro,,
Hp,Hp 250 G7,"₦ 250,000","₦ 270,000",7%,Hp 250 G7 Core I3-7th Gen 12GB RAM-1TB HDD Win 10 +MOUSE,,
Diamond,Diamond 15.6inches 4GB/500GB,"₦ 180,000",,,Diamond 15.6inches 4GB/500GB Core I3-5005U Windows10 Diamond Laptop,,
Hp,Hp SPECTRE 15-EB0043DX,"₦ 795,000",,,"Hp SPECTRE 15-EB0043DX X360;Core I7-10TH Gen,16gb RAM,512SSD+32GB Optane,2GB Nvidia,TOUCH,Win 10",,
Hp,Hp Notebook -,"₦ 223,000","₦ 230,000",3%,"Hp Notebook - 15-bs061nia - Intel® Core™ I3 (2 GHz, 3 MB Cache, 2 Cores),32GB Flash,Mouse, 15.6"" Diagonal HD Display, 4GB SDRAM, Intel® HD Graphics 520, 1TB",,
DELL,DELL LATITUDE 7490,"₦ 359,800",,,DELL LATITUDE 7490 CI5 8GB 256SSD BACKLIT KEYBOARD WIN 10,,
DELL,DELL INSPIRON 14,"₦ 451,000","₦ 470,000",4%,DELL INSPIRON 14 5000 SERIES CORE I7 10TH GEN 512GB 8GB 14.0’’,,
Hp,Hp Pavilion 15,"₦ 358,000",,,"Hp Pavilion 15 Intel Corei5  12gb, 1tb, Backlit Keyboard, Wins 10",,
Hp,Hp Stream 11,"₦ 155,000","₦ 160,000",3%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Hp,Hp PROBOOK 440,"₦ 468,000","₦ 498,000",6%,Hp PROBOOK 440 G7 10TH GEN INTEL CORE I5 8GB RAM 256GB HDD FINGERPRINT WIN 10 PRO,,
Hp,Hp Stream 11,"₦ 137,000","₦ 146,500",6%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
DELL,DELL Latitude 7390,"₦ 440,000",,,"DELL Latitude 7390 Intel Core I5 256gb 8gb Backlit Keyboard13.3""Win10 Pro",,
Lenovo,Lenovo YOGA C740-14IML,"₦ 399,900",,,Lenovo YOGA C740-14IML Core I5-10210U 256GB SSD 8GB Keybodlite FP,,
Hp,Hp Pavilion 14,"₦ 390,000","₦ 420,000",7%,"Hp Pavilion 14 10th Gen Core I5, 1TB, 8GB RAM 2GB Nvidia Graphics Backlit Keyboard Wins 10",1,5
DELL,DELL G5 5500,"₦ 530,000",,,"DELL G5 5500 GAMING LAPTOP,15.6"" 10TH GEN CORE I7,256GB SSD 8GB RAM,4GB NVIDIA,BACKLIT KEYBOARD,WIN 10",,
Apple,Apple MacBook Pro,"₦ 1,650,000",,,"Apple MacBook Pro - 16"" Touch Bar -2.4GHZ Core I9 - 32GB - 8GB Radeon Pro 5500M - 1TB SSD - Space Gray",,
Hp,Hp Probook 450,"₦ 385,000",,,"Hp Probook 450 G6, 8th Gen Core I5 500GB, 4GB W10 Pro Keyboard Light + Mouse & 32GB Flash",,
Hp,Hp OMEN X,"₦ 1,100,000",,,"Hp OMEN X 15-dg0001na Core™ I7-9750H (2.6GHz Up To 4.5 GHz) 512GB 16GB RAM,8GB NVIDIA RTX 2070",,
Hp,Hp Pavilion 11,"₦ 245,000",,,Hp Pavilion 11 Intel Pentium (4GB 128GB HDD) WINDOWS 10 HOME,,
Hp,Hp Pavilion 14,"₦ 359,999","₦ 420,000",14%,"Hp Pavilion 14 X360  Intel Core I5 (1TB HDD, 8GB) Windows 10 Laptop - Silver + Mouse",,
Hp,Hp Pavilion 15-cc123cl-Intel,"₦ 345,000",,,"Hp Pavilion 15-cc123cl-Intel Core I5, TOUCHSCREEN BACKLIT KEYBOARD B&O DUAL SPEAKER 1TB HDD 12GB RAM, Backlit Keyboard,Windows 10",,
Hp,Hp Notebook 15,"₦ 255,000",,,"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10",,
Lenovo,Lenovo IdeaPad 3,"₦ 301,000",,,Lenovo IdeaPad 3 15IIL05:Core I5 256ssd/12gb Touch Win10,,
Hp,Hp Stream 11,"₦ 162,000","₦ 190,000",15%,"Hp Stream 11 Intel Celeron,4GB RAM,64GB EMMC,Wins 10 In S Mode",,
Hp,Hp Elitebook 840-G6,"₦ 500,000",,,"Hp Elitebook 840-G6 7KK68UT#ABA:Intel Core I7,1.6GHz,512gb Ssd/32gb,Backlit,Win10Pro",,
Hp,Hp 15 Intel,"₦ 270,000","₦ 300,000",10%,"Hp 15 Intel Core I3 Touch 8GB RAM, 256 SSD-Windows 10+MOUSE",,
Hp,Hp Notebook 15,"₦ 234,000","₦ 238,000",2%,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD) - WIN 10+ BAG",,
DELL,DELL G5 5500,"₦ 700,000",,,"DELL G5 5500 GAMING LAPTOP,15.6"" 10TH GEN CORE I7,1TB SSD 32GB RAM,4GB NVIDIA,BACKLIT KEYBOARD,WIN 10",,
Hp,Hp Zbook 14U,"₦ 350,000",,,"Hp Zbook 14U Core™ I7-7500U 2.7GHz 8GB DDR4, 1TB HDD 14"" LCD, Intel Graphics 620,2GB Dedicated GDDR5",,
Hp,Hp STREAM 11,"₦ 136,999","₦ 188,000",27%,Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,,
Hp,Hp Probook 640,"₦ 480,000",,,"Hp Probook 640 G5 Intel Core I7-8665U 1.9Ghz 512GB/16GB RAM 14"" Backlit Win 10 Pro",,
Hp,"Hp Laptop -15""Intel","₦ 320,000","₦ 350,000",9%,"Hp Laptop -15""Intel Core I5 -10210U Touchscreen -10th Gen - 8GB RAM - 1TB HDD - Win10",,
Acer,Acer TravelMate P2,"₦ 330,000",,,"Acer TravelMate P2 Core I5 256GB SSD 8GB 14""WIN10Pro,10TH GEN,10210U PROCESSOR,UP TO 4.2GHZ.FINGERPRINT",,
Hp,Hp 15 Intel,"₦ 348,000","₦ 380,000",8%,"Hp 15 Intel Core I5-1035G1,1TB,8GB,15.6""TOUCH,Backlit Keyboard",,
Hp,Hp Notebook 15,"₦ 243,000","₦ 245,000",1%,Hp Notebook 15 Intel Core I3 Laptop 15.6 Inch 12GB RAM 1TB HDD,,
Hp,Hp 15t-dw100 Intel,"₦ 470,000",,,Hp 15t-dw100 Intel Corei7 1tb+256gb Ssd/8gb Ram/ 2gb Nvidia Touchscreen+32flash Mouse,,
DELL,"DELL INSPIRON 15-3593,10TH","₦ 420,000",,,"DELL INSPIRON 15-3593,10TH GEN, I7,512GB SSD 12GB RAM,TOUCH,WIN 10",,
Hp,Hp 250 G7,"₦ 243,000","₦ 245,000",1%,"Hp 250 G7 Intel Core I3(12GB RAM,1TB HDD) Wins 10Pro Free Mouse",,
Hp,Hp Notebook 15,"₦ 234,000","₦ 238,000",2%,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD)-Windows 10",,
Hp,Hp 15 DA218,"₦ 323,000",,,Hp 15 DA218 C15  1TB 8GB 2GB NVIDIA WIN 10,,
Lenovo,Lenovo Legion Y7000,"₦ 720,000",,,"Lenovo Legion Y7000 Gaming  Intel Core I7 (16GB RAM, 1TB+256GB SSD) 15.6"" FHD NVidia GeForce GTX 6GB",,
Hp,"Hp 250 G7,","₦ 235,500",,,"Hp 250 G7, Intel Core I3, 1TB Hdd, 4GB Ram, Bluetooth, Webcam, Win 10, Plus Bag.",,
Hp,Hp 15-Intel Core,"₦ 390,000",,,Hp 15-Intel Core I7-1065G7 512GB SSD 8GB 15.6 Touch Windows 10,,
Hp,Hp ProBook 450,"₦ 388,000","₦ 398,000",3%,"Hp ProBook 450 G6 8th Gen Intel Core I5 8GB RAM, 512GB SSD, Win 10 Pro",,
Hp,Hp Pavilion 15-,"₦ 395,000",,,"Hp Pavilion 15- 8th Gen Intel Core I5 15.6 Inches,32GB Flash+Mouse+Fashion Watch Dual Speaker(1TB HDD,12GB RAM)Windows 10",,
Hp,Hp Pavilion 15,"₦ 456,900","₦ 500,000",9%,"Hp Pavilion 15 X360 Intel Core I7-8550U (1TB HDD,16GB,2GB Graphics Win 10- Silver",,
Lenovo,Lenovo Ideapad Intel,"₦ 172,500","₦ 190,000",9%,"Lenovo Ideapad Intel Celeron 15.6"" (4GB/500GB) Wins 10+ 32GB FLASH",,
Hp,Hp Pavilion X360,"₦ 269,000","₦ 278,000",3%,"Hp Pavilion X360 14"" Intel Core I3 8GB RAM 128GB SSD Windows 10",,
Hp,Hp Notebook 15,"₦ 243,000",,,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD-WIN 10- 10TH GEN",,
Hp,Hp Notebook 15,"₦ 198,000",,,Hp Notebook 15 Intel Pentium Quad Core 8GB RAM 500GB HDD WIN 10+Mouse,,
10.1inch,10.1inch Detachable 2GB+32GB,"₦ 75,999","₦ 90,000",16%,10.1inch Detachable 2GB+32GB Android Laptop Pc Touch Screen,,
Hp,Hp Stream 11,"₦ 105,000","₦ 125,000",16%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp SPECTRE 15-EB0043DX,"₦ 808,000",,,"Hp SPECTRE 15-EB0043DX X360;Core I7-10TH Gen,16gb RAM,512SSD+32GB Optane,2GB Nvidia,TOUCH,Win 10",,
Hp,Hp 14 10th,"₦ 245,000",,,Hp 14 10th Generation Intel Core I3 (4gb Ram 128gb SSD) Wins 10 In S Mode,1,3
Lenovo,"Lenovo THINKBOOK 13S-IWL,Core","₦ 550,000",,,"Lenovo THINKBOOK 13S-IWL,Core I7,16gb,512gb SSD,13.3,Wins 10pro",,
Host,Host Grip With,"₦ 3,190","₦ 4,386",27%,Host Grip With Bracket Handle Grip Protective Shell For Switch Lite Non-slip Handle Bracket With Card Slot Design Black,,
Hp,Hp Notebook 15,"₦ 255,000",,,"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10",,
Hp,Hp Stream 11,"₦ 105,000","₦ 125,000",16%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp 15 Intel,"₦ 245,000","₦ 250,000",2%,Hp 15 Intel Core I3 Touchscreen 10th Gen 8gb Ram 128gb SSD Wins 10 In S Mode,,
DELL,DELL Inspiron15 10th,"₦ 425,000","₦ 500,000",15%,"DELL Inspiron15 10th Gen,Touch,Intel Core I7-12GB RAM - 512GB SSD",,
Lenovo,Lenovo Ideapad ,"₦ 172,000",,,Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10+ 32GB Flash,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp 290 G3,"₦ 185,000","₦ 200,000",8%,"Hp 290 G3 Intel Dual Core PD 5400 4GB/500HDD FREEDOS +18.5"" Monitor",,
Hp,Hp Stream Intel,"₦ 165,000",,,"Hp Stream Intel Celeron,4GB RAM,64GB EMMC,Wins 10 In S Mode 11""",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 180,999","₦ 198,000",9%,Lenovo INTEL® CELERON® Lenovo 8GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp Pavilion 14m,"₦ 365,000",,,Hp Pavilion 14m X360 Core I5 256GB 8GB Keybodlite Fingerprint,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron D/C  2GB RAM- 32GB HDD WIN 10+ BAG,,
DELL,DELL Latitude 5490,"₦ 389,000","₦ 440,000",12%,DELL Latitude 5490 Intel Core I5  8GB RAM 256GB SSD BACKLIT Win10 Pro + Free Laptop Table,,
Premium,Premium LCD Display,₦ 639,₦ 831,23%,Premium LCD Display  Cables Replacement For Samsung Tab P5200,,
Hp,Hp Stream 11,"₦ 120,000",,,Hp Stream 11 Intel Atomx5 4GB Ram 32GB HDD- Wins10 + 32GB Flash,,
Hp,Hp Notebook 15,"₦ 234,000",,,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD-WIN 10- 10TH GEN",,
Lenovo,Lenovo Yoga C740,"₦ 372,000","₦ 450,000",17%,Lenovo Yoga C740 Convertible 10th Gen Intel Core I5 256GB SSD 8GB RAM Backlit/Touch Win 10,,
Premium,Premium LCD ,₦ 773,"₦ 1,005",23%,Premium LCD  Cable Connectors For Samsung Galaxy Tab T800,,
10-inch,10-inch Tablet Computer,"₦ 40,740","₦ 56,956",28%,10-inch Tablet Computer System With Call Function 10-inch High-definition Large-screen Tablet Computer Gold,,
Hp,Hp Stream 14-intel,"₦ 160,000",,,"Hp Stream 14-intel Celeron,4GB RAM 64GB SSD,Win 10+ USB LIGHT",,
Hp,Hp Stream 14,"₦ 152,000",,,"Hp Stream 14 Celeron,4GBram/64GB SSD,Win 10+Mouse",,
Lenovo,Lenovo Ideapad ,"₦ 172,000",,,Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10+ 32GB Flash,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Asus,Asus VivoBook S410UQ,"₦ 419,500",,,"Asus VivoBook S410UQ Intel Core I7-8550U 1.8GHz 256ssd/8gb Nvidia 940MX(2GB) Backlit,""14"",Win 10-GOLD",,
Hp,Hp Pavilion 15,"₦ 355,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 16GB RAM- Backlit Keyboard,,
DELL,DELL G3 GAMING,"₦ 591,250",,,DELL G3 GAMING CORE I7-10750H 512SSD 16GB 4GB NVIDIA WIN10,,
Hp,Hp Pavilion X360,"₦ 410,000",,,"Hp Pavilion X360 Convertible, 3H445EA 14-inches Touchscreen Core I5-10210u 8GB 1TB HDD",,
Hp,Hp STREAM 11,"₦ 119,990","₦ 155,000",23%,Hp STREAM 11 G2 INTEL CELERON 2GB RAM 32GB EMMC Windows 10 Pro,,
Hp,Hp Pavilion 15,"₦ 392,000","₦ 420,000",7%,"Hp Pavilion 15 9th Gen Intel Core, 8GB, 256SSD - 3GB NVIDIA Graphics,Gaming Laptop Wins10",,
Hp,"Hp 14""10th Gen","₦ 330,000",,,"Hp 14""10th Gen Intel Core I5 12GB 256GB SSD WIN10",,
Lenovo,Lenovo IDEAPAD ,"₦ 210,000",,,"Lenovo IDEAPAD  14"" Core I3 RAM 4GB 1TB HDD WIN 10 Home With Bag",,
Asus,Asus X751L –,"₦ 328,000",,,"Asus X751L – (17.3-Inch, 2.8GHz Intel Core I7, 8GB RAM, 1TB HDD) 2GB RAM Windows 10 Black",,
DELL,DELL XPS 9300,"₦ 680,000",,,"DELL XPS 9300 CORE I7-1065G7,512GB SSD 8GB RAM 13.4"" TOUCH, BACKLIT KEYBOARD FP Reader WIN 10 PRO",,
Hp,Hp Pavilion X360,"₦ 362,000","₦ 370,000",2%,"Hp Pavilion X360 15 Intel Core I5 1.6 Up To 3.4Ghz (8GB RAM, 1TB HDD) 15.6-Inch Wins 10 +Headfone",1,4
Hp,Hp 15 Intel,"₦ 238,000",,,"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED",,
DELL,"DELL E7285	Corei5-2.4GHz,512GB SSD,8GB","₦ 400,000",,,"DELL E7285	Corei5-2.4GHz,512GB SSD,8GB RAM  12.3 Windows 10 Pro""",,
Hp,Hp PAVILION 15,"₦ 415,000","₦ 450,000",8%,Hp PAVILION 15 GAMING /i5/8GB/1TB+128GB SSD/3gb NVIDIA/Wins 10,,
Lenovo,Lenovo Thinkpad E495,"₦ 430,000",,,"Lenovo Thinkpad E495 Laptop, AMD Ryzen R5, 256gb SSD, 8gb Ram, 14” FHD, Windows 10Pro",1,5
Hp,Hp PRODESK 400,"₦ 387,000","₦ 400,000",3%,"Hp PRODESK 400 G6 MT Intel Corei7 9th Gen 4GB/1TB Windows 10 +18.5"" Monitor",,
Lenovo,Lenovo YOGA C740-14IML,"₦ 394,500",,,Lenovo YOGA C740-14IML Core I5-10210U 256GB SSD 8GB Keybodlite FP,,
Microsoft,Microsoft Xbox Series,"₦ 425,000","₦ 475,000",11%,Microsoft Xbox Series X 1TB + FIFA 21,,
Hp,Hp 15-dy1031wm Laptop,"₦ 290,000",,,"Hp 15-dy1031wm Laptop 15.6-inches (256GB SSD, Intel Core™ I3-1005G1. 8GB)",,
Hp,Hp OMEN 15,"₦ 605,000","₦ 680,000",11%,"Hp OMEN 15 Gaming Intel Core I7 9th Gen 256GB SSD 16GB RAM 6GB,15.6""Wins 10",,
Hp,Hp Envy 13,"₦ 590,000","₦ 700,000",16%,"Hp Envy 13 Intel Core I7-10510U(512GB SSD,16GB RAM 2GB Nvidia Graphics )Backlit/ Touch 13.3"" Wins 10",,
Hp,Hp Stream 14-intel,"₦ 170,449",,,"Hp Stream 14-intel Celeron,4GB RAM 64GB SSD,Win 10+ HP MOUSE",,
Hp,Hp Spectre 14,"₦ 967,500",,,"Hp Spectre 14 Core I7 11th Gen 1TB+32GB Optane 16GB ""13.5""",,
Lenovo,Lenovo Ideapad N4000,"₦ 169,000",,,Lenovo Ideapad N4000 Intel Celeron  (4GB RAM 500GB) HDD Wins 10 +Mouse,1,4
Hp,Hp Pavilion 15,"₦ 395,000",,,"Hp Pavilion 15 Gaming Intel Core I5-9300h 4gb Nvidia 256GB SSD Ram 8GB RAM, Backlit Keyboard",,
Hp,Hp Pavilion 15,"₦ 350,000","₦ 370,000",5%,Hp Pavilion 15 X360 Intel Core 13 8gb Ram 1tb Hdd Touchscreen + 32gb Flashdrive + Headfone+ Ledlamp +freebag,4,3.5
Hp,Hp X360 11,"₦ 242,000",,,Hp X360 11 Intel® Pentium® 4GB 128GB SSD WIN 10 HOME + Free Led Lamp,,
Lenovo,Lenovo THINKPAD L14,"₦ 470,000",,,Lenovo THINKPAD L14 10TH GEN 256GB SSD 8GB CORE I5 8250U 14INCH WINDOWS 10 PRO FINGERPRINT READER,,
Lenovo,Lenovo Intel Celeron,"₦ 144,000",,,"Lenovo Intel Celeron  64gb Emmc,4gb Ram Wins 10 11.6""",,
Lenovo,Lenovo Ideapad Intel,"₦ 298,500","₦ 350,000",15%,Lenovo Ideapad Intel Core I5 (4GB RAM/1TB HDD) Wins 10 15.6+ Free Mouse And Ledlamp,,
Asus,Asus VivoBook 14,"₦ 385,000",,,"Asus VivoBook 14 X412FA CORE I7-10510U 8GB  512GB SSD 14 "" WIN 10",,
DELL,DELL Vostro 3401,"₦ 230,000",,,DELL Vostro 3401 14'' FHD(10th Gen Core I3 4GB RAM  1TB / Win10 Pro,,
DELL,DELL G5 ,"₦ 680,000",,,"DELL G5  GAMING:Intel Core I7,1TB+128SSD/16GB(Upgradable)6GB GTX 1660,Backlit,""Win10",,
DELL,DELL Alienware 15,"₦ 1,215,000",,,DELL Alienware 15 R4 I9 1TB 512gb 16gb 8gb Nvidia 1080 Win 10,,
Hp,Hp Spectre 13,"₦ 680,000","₦ 735,000",7%,"Hp Spectre 13 X360 Ap0013dx Intel Core I7-8565U,1.8Ghz,256GB SSD, 8GB RAM, Win10 ",,
Hp,"Hp 250 G6,","₦ 230,000",,,"Hp 250 G6, Intel Corei3, 500GB HDD, 4GB RAM, WINDOWS 10 + Free Bag& Mouse",,
Hp,Hp 15 Intel,"₦ 285,000","₦ 300,000",5%,"Hp 15 Intel Core I3 Touch 16GB RAM, 256 SSD-Windows 10+MOUSE",,
Hp,Hp ENVY 13-bd0023,"₦ 660,000",,,"Hp ENVY 13-bd0023 X360,13"" 11TH GEN CORE I7,1TB SSD 8gbRAM,TOUCHSCREEN,KEYBOARD LIGHT,FP READER,WIN 10",,
DELL,DELL LATITUDE 7390,"₦ 385,000","₦ 420,000",8%,"DELL LATITUDE 7390 CORE I5-1.7GHZ  8GB,256 SSD,Backlit Keyboard Win10 Pro",,
Lenovo,Lenovo INTEL® Core,"₦ 210,999","₦ 220,000",4%,Lenovo INTEL® Core I3® Lenovo 8GB RAM DDR4-1TB HDD WINDOWS 10 + BAG,,
Hp,Hp ENVY 15,"₦ 585,000","₦ 700,000",16%,"Hp ENVY 15 X360 Intel Core I7- 1.8 (16GB, 1TB HDD 4GB Nvidia Graphics) 15.6"" Wins 10 Touchscreen",,
Hp,Hp 15 10TH,"₦ 318,000","₦ 350,000",9%,"Hp 15 10TH GEN INTEL CORE I5-8GB RAM-1TB HDD,TOUCH-WIN 10",,
Hp,Hp Probook 450,"₦ 585,000",,,"Hp Probook 450 G4 - 15.6"" - Intel Core I5 - 1TB HDD- 8GB RAM - 2GB Nvidia Graphics",,
Hp,Hp Stream 14,"₦ 170,000",,,Hp Stream 14 Intel Celeron D/C  64GB HDD- 4GB RAM WIN 10+ Flash,,
Hp,Hp 15 Intel,"₦ 200,000",,,"Hp 15 Intel Celeron 1tb HDD 4GB RAM"" 15.6""Screen Webcam Bluetooth Win10+32flast Drive",1,4
Hp,Hp Stream Intel,"₦ 163,000","₦ 180,000",9%,Hp Stream Intel Celeron Mini Laptop(64GB/4GB)Wins10s 11.6inch,,3.4
Hp,Hp Pavilion 15,"₦ 360,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 12GB RAM TOUCH Windows 10,,
Hp,Hp 15 Intel,"₦ 236,000",,,"Hp 15 Intel Core I3-2.0Ghz (8gb Ram,1TB Hdd + 32gb Flash Drive)Windows 10",1,2
Asus,Asus Pro P5440UF-XB74,"₦ 500,000",,,Asus Pro P5440UF-XB74,,
Lenovo,Lenovo Ideapad ,"₦ 183,000",,,Lenovo Ideapad  Intel Celeron 1TB HDD 8GB RAM Win 10+ 32GB Flash,,
Hp,"Hp 14"" ProBook","₦ 425,000",,,"Hp 14"" ProBook 440 G5 Core I5 (500HDD, 4GB RAM) Windows 10 Pro + Internet Security",,
Hp,"Hp Stream 14,","₦ 173,000",,,"Hp Stream 14, Intel Celeron, 64GB SSD, 4GB RAM, Bluetooth, Wi-Fi, Windows 10",,
Hp,Hp NoteBook 14,"₦ 235,000",,,"Hp NoteBook 14 Intel Core I3-7020U 4GB 1TB 14"" Laptop",,
